"Symbol","Index","Open","High","Low","Close","Volume"
TSLA,2016-11-22,197.93,198.18,197.93,198.18,15698
TSLA,2016-11-23,197.98,198.15,197.98,198.02,9869
TSLA,2016-11-24,198.02,198.38,198.02,198.1157,11593
TSLA,2016-11-25,198.1,198.25,198.1,198.1,5540
TSLA,2016-11-26,198.06,198.27,198.06,198.25,7100
TSLA,2016-11-27,198.2365,198.44,198.2365,198.2599,16626
TSLA,2016-11-28,198.31,198.53,198.31,198.42,9188
TSLA,2016-11-29,198.3,198.51,198.3,198.3,7852
TSLA,2016-11-30,198.19,198.45,198.19,198.2149,4698
TSLA,2016-12-01,198.15,198.38,198.15,198.22,4562
TSLA,2016-12-02,198,198.28,198,198,17292
TSLA,2016-12-03,197.75,198.0276,197.75,197.76,29814
TSLA,2016-12-04,197.77,198.18,197.77,197.95,16994
TSLA,2016-12-05,197.73,198.06,197.73,197.7872,19036
TSLA,2016-12-06,197.7,197.899,197.7,197.83,7619
TSLA,2016-12-07,197.73,197.95,197.73,197.82,18152
TSLA,2016-12-08,197.807,198.154,197.807,198.0691,11213
TSLA,2016-12-09,198.0101,198.4,198.0101,198.4,11264
TSLA,2016-12-10,198.1,198.37,198.1,198.1,9175
TSLA,2016-12-11,198.11,198.41,198.11,198.33,8549
TSLA,2016-12-12,198.23,198.41,198.23,198.39,6893
TSLA,2016-12-13,198.09,198.34,198.09,198.14,7000
TSLA,2016-12-14,197.97,198.18,197.97,197.97,8775
TSLA,2016-12-15,197.75,197.98,197.75,197.815,13641
TSLA,2016-12-16,197.64,197.81,197.64,197.65,14425
TSLA,2016-12-17,197.68,197.92,197.68,197.74,10140
TSLA,2016-12-18,197.59,197.83,197.59,197.7316,16198
TSLA,2016-12-19,197.56,197.79,197.56,197.57,8903
TSLA,2016-12-20,197.5,197.7,197.5,197.52,14577
TSLA,2016-12-21,197.4,197.73,197.4,197.67,26104
TSLA,2016-12-22,197.6,197.97,197.6,197.945,22824
TSLA,2016-12-23,197.47,197.89,197.47,197.72,19563
TSLA,2016-12-24,197.5,197.85,197.5,197.7895,13049
TSLA,2016-12-25,197.66,197.94,197.66,197.9,19635
TSLA,2016-12-26,197.64,197.93,197.64,197.82,2650
TSLA,2016-12-27,197.67,197.89,197.67,197.85,12104
TSLA,2016-12-28,197.68,197.94,197.68,197.91,6050
TSLA,2016-12-29,197.65,197.85,197.65,197.65,7700
TSLA,2016-12-30,197.51,197.7,197.51,197.7,12502
TSLA,2016-12-31,197.51,197.63,197.51,197.61,5305
TSLA,2017-01-01,197.54,197.8,197.54,197.76,11243
TSLA,2017-01-02,197.64,197.87,197.64,197.7574,4202
TSLA,2017-01-03,197.67,197.84,197.67,197.73,8900
TSLA,2017-01-04,197.5,197.72,197.5,197.72,11491
TSLA,2017-01-05,197.55,197.74,197.55,197.6025,5082
TSLA,2017-01-06,197.4,197.61,197.4,197.46,10630
TSLA,2017-01-07,197.25,197.53,197.25,197.36,25036
TSLA,2017-01-08,197.2,197.41,197.2,197.39,11754
TSLA,2017-01-09,197.3,197.5,197.3,197.345,12100
TSLA,2017-01-10,197.395,197.67,197.395,197.55,11668
TSLA,2017-01-11,197.51,197.76,197.51,197.67,7973
TSLA,2017-01-12,197.66,197.82,197.66,197.668,6055
TSLA,2017-01-13,197.53,197.67,197.53,197.6275,6524
TSLA,2017-01-14,197.62,197.71,197.62,197.65,4420
TSLA,2017-01-15,197.5,197.68,197.5,197.52,8222
TSLA,2017-01-16,197.56,197.68,197.56,197.6,2820
TSLA,2017-01-17,197.54,197.66,197.54,197.6404,2850
TSLA,2017-01-18,197.5,197.6642,197.5,197.52,3434
TSLA,2017-01-19,197.4,197.56,197.4,197.43,9651
TSLA,2017-01-20,197.38,197.47,197.38,197.4166,4370
TSLA,2017-01-21,197.2,197.46,197.2,197.435,24572
TSLA,2017-01-22,197.24,197.48,197.24,197.41,3076
TSLA,2017-01-23,197.23,197.4913,197.23,197.32,6800
TSLA,2017-01-24,197.22,197.335,197.22,197.28,7799
TSLA,2017-01-25,197.22,197.52,197.22,197.41,20415
TSLA,2017-01-26,197.3,197.48,197.3,197.42,20025
TSLA,2017-01-27,197.23,197.48,197.23,197.33,29572
TSLA,2017-01-28,197.28,197.4239,197.28,197.412,13042
TSLA,2017-01-29,197.4,197.55,197.4,197.53,6214
TSLA,2017-01-30,197.5,197.72,197.5,197.52,8989
TSLA,2017-01-31,197.3797,197.548,197.3797,197.4,3125
TSLA,2017-02-01,197.38,197.62,197.38,197.619,4205
TSLA,2017-02-02,197.46,197.64,197.46,197.53,11098
TSLA,2017-02-03,197.43,197.6899,197.43,197.53,12253
TSLA,2017-02-04,197.35,197.6,197.35,197.4,6089
TSLA,2017-02-05,197.37,197.75,197.37,197.59,12954
TSLA,2017-02-06,197.62,197.76,197.62,197.75,10297
TSLA,2017-02-07,197.5,197.7283,197.5,197.5,3700
TSLA,2017-02-08,197.43,197.67,197.43,197.6,7042
TSLA,2017-02-09,197.49,197.6378,197.49,197.515,5110
TSLA,2017-02-10,197.46,197.61,197.46,197.52,5374
TSLA,2017-02-11,197.4,197.526,197.4,197.445,4804
TSLA,2017-02-12,197.4,197.65,197.4,197.45,6298
TSLA,2017-02-13,197.37,197.56,197.37,197.39,8994
TSLA,2017-02-14,197.31,197.6334,197.31,197.59,19207
TSLA,2017-02-15,197.43,197.65,197.43,197.53,10044
TSLA,2017-02-16,197.2,197.54,197.2,197.4,21407
TSLA,2017-02-17,197.265,197.3923,197.265,197.35,7780
TSLA,2017-02-18,197.2,197.5454,197.2,197.27,15827
TSLA,2017-02-19,197.21,197.33,197.21,197.26,12169
TSLA,2017-02-20,197.22,197.377,197.22,197.345,3770
TSLA,2017-02-21,197.17,197.428,197.17,197.17,25370
TSLA,2017-02-22,197.2,197.39,197.2,197.386,12328
TSLA,2017-02-23,197.14,197.375,197.14,197.225,14650
TSLA,2017-02-24,197.15,197.3,197.15,197.15,18739
TSLA,2017-02-25,197.16,197.32,197.16,197.2292,10392
TSLA,2017-02-26,197.2,197.32,197.2,197.2,4328
TSLA,2017-02-27,197.09,197.23,197.09,197.135,14713
TSLA,2017-02-28,197.02,197.19,197.02,197.02,18457
TSLA,2017-03-01,197.03,197.13,197.03,197.0508,8009
TSLA,2017-03-02,197,197.13,197,197.065,15997
TSLA,2017-03-03,197,197.13,197,197.1,46522
TSLA,2017-03-04,197,197.13,197,197.05,15184
TSLA,2017-03-05,196.96,197.08,196.96,197.01,8174
TSLA,2017-03-06,196.97,197.105,196.97,197.05,16842
TSLA,2017-03-07,196.93,197.07,196.93,196.99,5739
TSLA,2017-03-08,196.9472,197.07,196.9472,196.95,6204
TSLA,2017-03-09,196.945,196.991,196.945,196.9818,2436
TSLA,2017-03-10,196.95,197.03,196.95,197,6038
TSLA,2017-03-11,197,197.14,197,197.08,11090
TSLA,2017-03-12,196.94,197.16,196.94,197.14,11969
TSLA,2017-03-13,197.13,197.29,197.13,197.29,7886
TSLA,2017-03-14,197.19,197.309,197.19,197.29,7795
TSLA,2017-03-15,197.14,197.33,197.14,197.26,6927
TSLA,2017-03-16,197.0463,197.21,197.0463,197.14,2703
TSLA,2017-03-17,197.1,197.24,197.1,197.11,10936
TSLA,2017-03-18,197,197.12,197,197.05,10903
TSLA,2017-03-19,197.03,197.23,197.03,197.1,21777
TSLA,2017-03-20,196.99,197.14,196.99,197.06,39693
TSLA,2017-03-21,197,197.1424,197,197.08,12792
TSLA,2017-03-22,196.98,197.14,196.98,197.02,19341
TSLA,2017-03-23,196.92,197.02,196.92,196.985,21309
TSLA,2017-03-24,196.88,197.01,196.88,196.9,13097
TSLA,2017-03-25,196.9,197.03,196.9,196.95,23128
TSLA,2017-03-26,196.91,197,196.91,196.91,5396
TSLA,2017-03-27,196.93,197,196.93,196.98,8996
TSLA,2017-03-28,196.9,197.04,196.9,196.9,14109
TSLA,2017-03-29,196.88,196.94,196.88,196.9,13325
TSLA,2017-03-30,196.88,196.97,196.88,196.895,12319
TSLA,2017-03-31,196.71,196.91,196.71,196.7252,18066
TSLA,2017-04-01,196.61,196.8,196.61,196.61,26263
TSLA,2017-04-02,196.57,196.67,196.57,196.63,14447
TSLA,2017-04-03,196.53,196.7,196.53,196.53,7720
TSLA,2017-04-04,196.52,196.64,196.52,196.6,10980
TSLA,2017-04-05,196.53,196.65,196.53,196.56,6610
TSLA,2017-04-06,196.5,196.5899,196.5,196.53,14966
TSLA,2017-04-07,196.47,196.54,196.47,196.5,22570
TSLA,2017-04-08,196.3,196.5499,196.3,196.355,20494
TSLA,2017-04-09,196.3,196.47,196.3,196.47,10612
TSLA,2017-04-10,196.321,196.48,196.321,196.35,15774
TSLA,2017-04-11,196.31,196.42,196.31,196.42,11326
TSLA,2017-04-12,196.3575,196.47,196.3575,196.45,14632
TSLA,2017-04-13,196.39,196.5,196.39,196.43,14653
TSLA,2017-04-14,196.39,196.475,196.39,196.45,8226
TSLA,2017-04-15,196.4474,196.82,196.4474,196.475,40982
TSLA,2017-04-16,196.465,196.56,196.465,196.51,9444
TSLA,2017-04-17,196.34,196.57,196.34,196.42,19171
TSLA,2017-04-18,196.41,196.52,196.41,196.5,8847
TSLA,2017-04-19,196.4,196.52,196.4,196.46,12602
TSLA,2017-04-20,196.4,196.51,196.4,196.4065,24519
TSLA,2017-04-21,196.41,196.51,196.41,196.48,19665
TSLA,2017-04-22,196.42,196.54,196.42,196.4767,16665
TSLA,2017-04-23,196.43,196.5,196.43,196.48,21238
TSLA,2017-04-24,196.44,196.52,196.44,196.47,25270
TSLA,2017-04-25,196.4,196.5,196.4,196.45,34270
TSLA,2017-04-26,196.47,196.64,196.47,196.52,55742
TSLA,2017-04-27,196.34,196.525,196.34,196.44,50130
TSLA,2017-04-28,196.36,196.57,196.36,196.51,113771
AAPL,2017-04-29,117.84,117.9,117.84,117.89,643922
AAPL,2017-04-30,117.85,118.17,117.85,118.03,938926
AAPL,2017-05-01,117.5,118.04,117.5,117.5214,681289
AAPL,2017-05-02,117.52,118.05,117.52,117.7993,415793
AAPL,2017-05-03,117.75,117.95,117.75,117.915,365206
AAPL,2017-05-04,117.61,117.98,117.61,117.61,329152
AAPL,2017-05-05,117.49,117.681,117.49,117.58,431743
AAPL,2017-05-06,117.6,117.8,117.6,117.735,316026
AAPL,2017-05-07,117.7,117.9,117.7,117.88,294347
AAPL,2017-05-08,117.82,117.91,117.82,117.87,267061
AAPL,2017-05-09,117.79,117.88,117.79,117.86,249168
AAPL,2017-05-10,117.72,117.88,117.72,117.74,279140
AAPL,2017-05-11,117.73,117.82,117.73,117.78,179104
AAPL,2017-05-12,117.61,117.78,117.61,117.63,212371
AAPL,2017-05-13,117.58,117.68,117.58,117.64,128047
AAPL,2017-05-14,117.55,117.69,117.55,117.55,132285
AAPL,2017-05-15,117.31,117.58,117.31,117.32,377843
AAPL,2017-05-16,117.24,117.38,117.24,117.3274,281467
AAPL,2017-05-17,117.33,117.44,117.33,117.3407,133393
AAPL,2017-05-18,117.32,117.49,117.32,117.4399,189295
AAPL,2017-05-19,117.365,117.51,117.365,117.49,172964
AAPL,2017-05-20,117.47,117.59,117.47,117.54,234162
AAPL,2017-05-21,117.5112,117.645,117.5112,117.62,216435
AAPL,2017-05-22,117.52,117.62,117.52,117.5448,139339
AAPL,2017-05-23,117.53,117.61,117.53,117.59,96012
AAPL,2017-05-24,117.55,117.671,117.55,117.64,158138
AAPL,2017-05-25,117.63,117.77,117.63,117.705,219574
AAPL,2017-05-26,117.62,117.735,117.62,117.6201,169274
AAPL,2017-05-27,117.57,117.65,117.57,117.59,130379
AAPL,2017-05-28,117.56,117.8,117.56,117.6195,123093
AAPL,2017-05-29,117.5211,117.62,117.5211,117.595,160763
AAPL,2017-05-30,117.57,117.66,117.57,117.65,147412
AAPL,2017-05-31,117.57,117.66,117.57,117.6056,87012
AAPL,2017-06-01,117.5699,117.65,117.5699,117.64,86289
AAPL,2017-06-02,117.63,117.73,117.63,117.7138,163639
AAPL,2017-06-03,117.64,117.73,117.64,117.65,134337
AAPL,2017-06-04,117.62,117.78,117.62,117.755,179813
AAPL,2017-06-05,117.715,117.78,117.715,117.74,132825
AAPL,2017-06-06,117.7,117.79,117.7,117.79,85261
AAPL,2017-06-07,117.73,117.83,117.73,117.736,193563
AAPL,2017-06-08,117.64,117.77,117.64,117.69,114336
AAPL,2017-06-09,117.691,117.79,117.691,117.76,132732
AAPL,2017-06-10,117.68,117.8,117.68,117.6865,224789
AAPL,2017-06-11,117.64,117.71,117.64,117.66,106882
AAPL,2017-06-12,117.59,117.72,117.59,117.66,178975
AAPL,2017-06-13,117.595,117.67,117.595,117.65,149951
AAPL,2017-06-14,117.625,117.6741,117.625,117.66,125013
AAPL,2017-06-15,117.635,117.68,117.635,117.6599,150476
AAPL,2017-06-16,117.55,117.68,117.55,117.585,224625
AAPL,2017-06-17,117.56,117.68,117.56,117.64,112127
AAPL,2017-06-18,117.59,117.66,117.59,117.64,142896
AAPL,2017-06-19,117.5,117.63,117.5,117.5,170516
AAPL,2017-06-20,117.46,117.52,117.46,117.505,209885
AAPL,2017-06-21,117.44,117.51,117.44,117.4589,164411
AAPL,2017-06-22,117.45,117.52,117.45,117.5168,174724
AAPL,2017-06-23,117.5101,117.59,117.5101,117.575,126027
AAPL,2017-06-24,117.55,117.6,117.55,117.5689,109080
AAPL,2017-06-25,117.53,117.58,117.53,117.575,127144
AAPL,2017-06-26,117.55,117.63,117.55,117.62,116193
AAPL,2017-06-27,117.58,117.64,117.58,117.6,120542
AAPL,2017-06-28,117.48,117.62,117.48,117.5,90925
AAPL,2017-06-29,117.21,117.4946,117.21,117.34,279619
AAPL,2017-06-30,117.13,117.34,117.13,117.18,279194
AAPL,2017-07-01,117.17,117.32,117.17,117.29,303016
AAPL,2017-07-02,117.26,117.34,117.26,117.29,127983
AAPL,2017-07-03,117.26,117.345,117.26,117.32,133034
AAPL,2017-07-04,117.31,117.38,117.31,117.33,172729
AAPL,2017-07-05,117.31,117.38,117.31,117.32,52622
AAPL,2017-07-06,117.3,117.39,117.3,117.36,107098
AAPL,2017-07-07,117.3389,117.395,117.3389,117.3459,72933
AAPL,2017-07-08,117.2834,117.375,117.2834,117.33,100248
AAPL,2017-07-09,117.32,117.41,117.32,117.3585,104494
AAPL,2017-07-10,117.36,117.43,117.36,117.39,111326
AAPL,2017-07-11,117.3106,117.43,117.3106,117.344,110778
AAPL,2017-07-12,117.31,117.41,117.31,117.3962,93371
AAPL,2017-07-13,117.33,117.4,117.33,117.34,49599
AAPL,2017-07-14,117.31,117.4001,117.31,117.365,131428
AAPL,2017-07-15,117.34,117.38,117.34,117.35,68672
AAPL,2017-07-16,117.3,117.396,117.3,117.39,78766
AAPL,2017-07-17,117.36,117.41,117.36,117.37,47974
AAPL,2017-07-18,117.37,117.455,117.37,117.4248,145970
AAPL,2017-07-19,117.31,117.43,117.31,117.42,167167
AAPL,2017-07-20,117.36,117.42,117.36,117.4,64193
AAPL,2017-07-21,117.33,117.41,117.33,117.36,58701
AAPL,2017-07-22,117.29,117.38,117.29,117.3665,130050
AAPL,2017-07-23,117.31,117.3941,117.31,117.355,103100
AAPL,2017-07-24,117.34,117.415,117.34,117.39,121334
AAPL,2017-07-25,117.35,117.43,117.35,117.41,102660
AAPL,2017-07-26,117.4,117.55,117.4,117.54,171829
AAPL,2017-07-27,117.5099,117.6,117.5099,117.57,112911
AAPL,2017-07-28,117.57,117.69,117.57,117.68,219928
AAPL,2017-07-29,117.65,117.71,117.65,117.705,204093
AAPL,2017-07-30,117.64,117.7072,117.64,117.6725,125066
AAPL,2017-07-31,117.5901,117.7,117.5901,117.62,86991
AAPL,2017-08-01,117.5911,117.67,117.5911,117.62,87193
AAPL,2017-08-02,117.6,117.66,117.6,117.655,72699
AAPL,2017-08-03,117.6201,117.68,117.6201,117.63,100399
AAPL,2017-08-04,117.61,117.649,117.61,117.63,60274
AAPL,2017-08-05,117.51,117.6286,117.51,117.54,80704
AAPL,2017-08-06,117.51,117.56,117.51,117.51,60735
AAPL,2017-08-07,117.49,117.54,117.49,117.52,39750
AAPL,2017-08-08,117.4967,117.55,117.4967,117.51,44360
AAPL,2017-08-09,117.5,117.55,117.5,117.53,47614
AAPL,2017-08-10,117.52,117.57,117.52,117.54,50903
AAPL,2017-08-11,117.53,117.6,117.53,117.59,53992
AAPL,2017-08-12,117.58,117.62,117.58,117.58,54469
AAPL,2017-08-13,117.57,117.5999,117.57,117.595,60353
AAPL,2017-08-14,117.58,117.61,117.58,117.58,35832
AAPL,2017-08-15,117.451,117.59,117.451,117.5,123666
AAPL,2017-08-16,117.49,117.5358,117.49,117.5167,58884
AAPL,2017-08-17,117.49,117.6,117.49,117.579,94094
AAPL,2017-08-18,117.5,117.58,117.5,117.525,110646
AAPL,2017-08-19,117.45,117.53,117.45,117.48,84706
AAPL,2017-08-20,117.44,117.5,117.44,117.45,53397
AAPL,2017-08-21,117.44,117.47,117.44,117.465,45758
AAPL,2017-08-22,117.42,117.47,117.42,117.4299,55982
AAPL,2017-08-23,117.415,117.5,117.415,117.49,83420
AAPL,2017-08-24,117.44,117.51,117.44,117.465,56278
AAPL,2017-08-25,117.44,117.49,117.44,117.4599,49547
AAPL,2017-08-26,117.44,117.48,117.44,117.45,51605
AAPL,2017-08-27,117.42,117.47,117.42,117.43,45106
AAPL,2017-08-28,117.43,117.53,117.43,117.469,177058
AAPL,2017-08-29,117.46,117.61,117.46,117.605,113964
AAPL,2017-08-30,117.604,117.83,117.604,117.77,356419
AAPL,2017-08-31,117.75,117.86,117.75,117.855,214468
AAPL,2017-09-01,117.79,117.9,117.79,117.84,167276
AAPL,2017-09-02,117.73,117.8586,117.73,117.74,110893
AAPL,2017-09-03,117.66,117.7401,117.66,117.67,102839
AAPL,2017-09-04,117.61,117.68,117.61,117.65,83025
AAPL,2017-09-05,117.53,117.68,117.53,117.55,131466
AAPL,2017-09-06,117.52,117.59,117.52,117.555,86625
AAPL,2017-09-07,117.4443,117.55,117.4443,117.46,105110
AAPL,2017-09-08,117.38,117.5042,117.38,117.42,141333
AAPL,2017-09-09,117.4159,117.525,117.4159,117.47,80405
AAPL,2017-09-10,117.44,117.5,117.44,117.49,47886
AAPL,2017-09-11,117.49,117.56,117.49,117.545,94749
AAPL,2017-09-12,117.4,117.545,117.4,117.4,175679
AAPL,2017-09-13,117.41,117.5,117.41,117.46,108763
AAPL,2017-09-14,117.39,117.47,117.39,117.45,80935
AAPL,2017-09-15,117.42,117.48,117.42,117.43,142192
AAPL,2017-09-16,117.42,117.48,117.42,117.42,92669
AAPL,2017-09-17,117.345,117.43,117.345,117.38,111115
AAPL,2017-09-18,117.35,117.4,117.35,117.4,92309
AAPL,2017-09-19,117.38,117.45,117.38,117.39,106893
AAPL,2017-09-20,117.37,117.54,117.37,117.53,105809
AAPL,2017-09-21,117.485,117.55,117.485,117.509,86731
AAPL,2017-09-22,117.5,117.57,117.5,117.54,75754
AAPL,2017-09-23,117.53,117.68,117.53,117.6558,132680
AAPL,2017-09-24,117.58,117.6544,117.58,117.62,95384
AAPL,2017-09-25,117.595,117.68,117.595,117.67,83873
AAPL,2017-09-26,117.6,117.69,117.6,117.67,73006
AAPL,2017-09-27,117.594,117.67,117.594,117.62,55659
AAPL,2017-09-28,117.57,117.6346,117.57,117.58,62999
AAPL,2017-09-29,117.53,117.6241,117.53,117.59,49310
AAPL,2017-09-30,117.56,117.61,117.56,117.6,51322
AAPL,2017-10-01,117.57,117.64,117.57,117.57,56732
AAPL,2017-10-02,117.565,117.63,117.565,117.5905,52364
AAPL,2017-10-03,117.56,117.63,117.56,117.59,61831
AAPL,2017-10-04,117.57,117.68,117.57,117.67,220080
AAPL,2017-10-05,117.62,117.675,117.62,117.63,116946
AAPL,2017-10-06,117.57,117.64,117.57,117.605,97418
AAPL,2017-10-07,117.58,117.67,117.58,117.6205,85779
AAPL,2017-10-08,117.53,117.65,117.53,117.53,65967
AAPL,2017-10-09,117.51,117.5801,117.51,117.55,77141
AAPL,2017-10-10,117.52,117.6093,117.52,117.6,70650
AAPL,2017-10-11,117.48,117.63,117.48,117.52,146468
AAPL,2017-10-12,117.525,117.59,117.525,117.59,53783
AAPL,2017-10-13,117.54,117.65,117.54,117.6402,84266
AAPL,2017-10-14,117.59,117.67,117.59,117.6152,69476
AAPL,2017-10-15,117.6101,117.67,117.6101,117.66,73548
AAPL,2017-10-16,117.63,117.7,117.63,117.6899,105021
AAPL,2017-10-17,117.65,117.71,117.65,117.6668,121859
AAPL,2017-10-18,117.6637,117.74,117.6637,117.72,105268
AAPL,2017-10-19,117.66,117.74,117.66,117.72,93294
AAPL,2017-10-20,117.66,117.73,117.66,117.66,94719
AAPL,2017-10-21,117.645,117.71,117.645,117.68,61856
AAPL,2017-10-22,117.66,117.72,117.66,117.71,84937
AAPL,2017-10-23,117.66,117.78,117.66,117.7034,236204
AAPL,2017-10-24,117.65,117.73,117.65,117.69,210656
AAPL,2017-10-25,117.645,117.705,117.645,117.6541,97258
AAPL,2017-10-26,117.61,117.68,117.61,117.613,110270
AAPL,2017-10-27,117.55,117.64,117.55,117.64,134819
AAPL,2017-10-28,117.635,117.7356,117.635,117.7,132954
AAPL,2017-10-29,117.65,117.73,117.65,117.73,121714
AAPL,2017-10-30,117.72,117.83,117.72,117.8145,229831
AAPL,2017-10-31,117.794,117.88,117.794,117.8293,312836
AAPL,2017-11-01,117.74,117.83,117.74,117.76,164146
AAPL,2017-11-02,117.7,117.78,117.7,117.701,294299
AAPL,2017-11-03,117.66,117.75,117.66,117.7393,180162
AAPL,2017-11-04,117.7158,117.77,117.7158,117.745,166751
AAPL,2017-11-05,117.68,117.79,117.68,117.6956,202489
AAPL,2017-11-06,117.64,117.72,117.64,117.68,250457
AAPL,2017-11-07,117.62,117.71,117.62,117.63,219610
AAPL,2017-11-08,117.59,117.69,117.59,117.68,295860
AAPL,2017-11-09,117.65,117.74,117.65,117.722,299536
AAPL,2017-11-10,117.61,117.73,117.61,117.66,2847646
CRM,2017-11-11,70.89,71.329,70.89,71.21,75986
CRM,2017-11-12,70.84,71.31,70.84,71.01,32701
CRM,2017-11-13,70.93,71.1,70.93,71.05,27155
CRM,2017-11-14,71.01,71.19,71.01,71.165,17784
CRM,2017-11-15,71.12,71.22,71.12,71.14,15178
CRM,2017-11-16,71.01,71.19,71.01,71.06,20675
CRM,2017-11-17,71.065,71.14,71.065,71.1,15392
CRM,2017-11-18,71.07,71.2567,71.07,71.2567,41573
CRM,2017-11-19,71.13,71.3,71.13,71.3,25244
CRM,2017-11-20,71.24,71.35,71.24,71.26,23595
CRM,2017-11-21,71.17,71.28,71.17,71.17,15601
CRM,2017-11-22,71.11,71.27,71.11,71.11,25965
CRM,2017-11-23,71.11,71.18,71.11,71.17,15934
CRM,2017-11-24,70.98,71.16,70.98,71.0025,28554
CRM,2017-11-25,70.97,71.04,70.97,70.99,7467
CRM,2017-11-26,70.89,71,70.89,70.94,26827
CRM,2017-11-27,70.89,71.05,70.89,71.03,19840
CRM,2017-11-28,70.91,71.06,70.91,70.92,22528
CRM,2017-11-29,70.89,70.95,70.89,70.93,29037
CRM,2017-11-30,70.86,70.95,70.86,70.95,16437
CRM,2017-12-01,70.87,70.98,70.87,70.89,20612
CRM,2017-12-02,70.87,70.97,70.87,70.91,24332
CRM,2017-12-03,70.865,70.93,70.865,70.92,17389
CRM,2017-12-04,70.83,70.91,70.83,70.86,17788
CRM,2017-12-05,70.84,70.89,70.84,70.875,10047
CRM,2017-12-06,70.83,70.91,70.83,70.84,21113
CRM,2017-12-07,70.78,70.84,70.78,70.78,8864
CRM,2017-12-08,70.74,70.82,70.74,70.8,21715
CRM,2017-12-09,70.7,70.82,70.7,70.71,13640
CRM,2017-12-10,70.65,70.71,70.65,70.7,13896
CRM,2017-12-11,70.68,70.7899,70.68,70.7757,12271
CRM,2017-12-12,70.64,70.77,70.64,70.645,23917
CRM,2017-12-13,70.52,70.66,70.52,70.55,33014
CRM,2017-12-14,70.4,70.55,70.4,70.46,85255
CRM,2017-12-15,70.47,70.56,70.47,70.52,29756
CRM,2017-12-16,70.53,70.69,70.53,70.649,22663
CRM,2017-12-17,70.52,70.65,70.52,70.52,14030
CRM,2017-12-18,70.45,70.51,70.45,70.49,42673
CRM,2017-12-19,70.38,70.49,70.38,70.45,28954
CRM,2017-12-20,70.35,70.45,70.35,70.36,23059
CRM,2017-12-21,70.34,70.4,70.34,70.39,20690
CRM,2017-12-22,70.37,70.46,70.37,70.41,9217
CRM,2017-12-23,70.39,70.52,70.39,70.47,19537
CRM,2017-12-24,70.37,70.48,70.37,70.38,28320
CRM,2017-12-25,70.26,70.38,70.26,70.32,32448
CRM,2017-12-26,70.3,70.38,70.3,70.34,17865
CRM,2017-12-27,70.29,70.375,70.29,70.35,15325
CRM,2017-12-28,70.29,70.3703,70.29,70.34,21927
CRM,2017-12-29,70.3,70.41,70.3,70.4,23170
CRM,2017-12-30,70.36,70.42,70.36,70.38,26425
CRM,2017-12-31,70.34,70.4,70.34,70.37,12822
CRM,2018-01-01,70.31,70.42,70.31,70.39,12165
CRM,2018-01-02,70.31,70.41,70.31,70.355,19797
CRM,2018-01-03,70.34,70.37,70.34,70.36,8560
CRM,2018-01-04,70.31,70.37,70.31,70.34,19804
CRM,2018-01-05,70.26,70.3499,70.26,70.3,15440
